student_ID,first_name,last_name,birthdate,country_ID,bac_ID,bac_moy
0381,Kynthia,Paulou,03/08/2006,c3,b1,16.92
1539,Mair,Chitson,11/03/2006,c5,b6,12.17
9899,Bernette,Hallam,09/02/2006,c1,b3,16.61
0040,Stavros,Gages,31/08/2006,c5,b6,17.15
3024,Rollin,Heathcote,01/08/2006,c4,b1,13.58
6701,Abbie,Cunningham,26/10/2006,c4,b5,12.66
6372,Rani,Antonovic,07/02/2006,c2,b1,11.49
1246,Inesita,Mustoo,13/12/2006,c2,b4,11.49
3905,Kassia,Caldayrou,26/01/2006,c2,b6,12.26
3484,Welch,Siderfin,06/06/2006,c5,b6,11.05
0881,Wenona,Grimsdell,07/09/2006,c5,b3,12.8
4723,Ring,Kelsey,11/03/2006,c4,b3,17.32
6022,Karilynn,Biffin,28/09/2006,c5,b6,12.63
3038,Mella,Birtonshaw,09/01/2006,c3,b4,19.36
9586,Jonis,Marcus,20/06/2006,c3,b6,14.32
9817,Glory,Hendricks,25/01/2006,c2,b6,17.77
3562,Clare,Emanuelli,13/08/2006,c2,b6,16.96
5192,Randall,Curdell,15/01/2006,c1,b6,13.87
9430,Della,Linham,22/09/2006,c1,b6,10.39
0017,Birch,Mewis,16/08/2006,c1,b1,10.64
2200,Stevy,McCerery,25/11/2006,c2,b2,14.62
4542,Mala,Traill,07/11/2006,c2,b4,19.81
6603,Kristin,Ruane,29/06/2006,c1,b2,18.96
2178,Augustus,Perigoe,23/07/2006,c3,b6,20.0
2537,Andria,Henrichsen,03/09/2006,c3,b5,18.71
2053,Kate,Houlridge,29/10/2006,c4,b6,13.77
2855,Johnath,Montes,19/08/2006,c2,b6,13.05
9226,Teriann,Paur,26/06/2006,c3,b6,13.11
6877,Amity,Wilflinger,29/11/2006,c4,b3,10.62
2941,Rogers,Wilder,26/01/2006,c1,b5,12.7
5228,Garold,Edinburgh,07/11/2006,c2,b4,12.61
8773,Humberto,Dowe,16/09/2006,c3,b6,15.68
8503,Leelah,Brien,15/11/2006,c2,b2,14.52
6123,Wait,Carrell,25/02/2006,c1,b2,11.46
5881,Lizabeth,Persse,17/08/2006,c2,b4,12.31
9834,Pattie,Nathon,22/05/2006,c1,b5,13.28
2116,Lorelei,Simchenko,27/01/2006,c4,b4,11.67
4583,Wiatt,Delgadillo,27/10/2006,c5,b2,13.28
9365,Eddy,Ricker,04/12/2006,c3,b4,14.44
9951,Smith,Opy,18/06/2006,c5,b3,14.89
7157,Rosanne,Toolin,07/03/2006,c2,b1,13.68
1642,Kristel,Akaster,30/12/2006,c2,b1,17.94
6151,Gaven,Drewson,13/11/2006,c4,b6,10.55
4687,Nichols,Robbings,01/01/2006,c3,b1,12.98
2368,Sally,Sutherley,06/06/2006,c1,b2,19.09
8930,Dennet,Silverlock,08/07/2006,c5,b3,14.65
9893,Dimitri,Seville,25/05/2006,c3,b3,17.47
1663,Shana,Bicknell,03/10/2006,c2,b1,12.76
8065,Leonidas,Proudley,30/03/2006,c1,b5,13.58
3570,Berke,Yakubowicz,10/07/2006,c3,b2,19.27
1485,Amerigo,MacAvaddy,01/01/2006,c1,b6,17.75
8492,Thorpe,Wroe,20/04/2006,c5,b4,15.0
1388,Fredek,Ligerton,06/01/2006,c2,b5,14.35
0791,Caspar,Cona,14/02/2006,c4,b6,15.84
9034,Art,Wivell,19/12/2006,c2,b2,16.68
7931,Meagan,Laverenz,09/11/2006,c2,b6,14.68
4143,Tobey,Skiggs,10/05/2006,c4,b3,17.13
8785,Mikel,Le Breton,01/04/2006,c2,b4,17.01
7593,Herbie,Conor,12/05/2006,c4,b1,13.76
9804,Odella,Tolputt,04/12/2006,c5,b4,17.62
6228,Thurstan,Howell,22/06/2006,c1,b4,16.04
3474,Raf,Hassin,26/03/2006,c5,b1,12.31
6508,Lorene,Jewett,13/09/2006,c3,b3,16.77
7313,Gertruda,Moulson,14/12/2006,c1,b3,16.74
2287,Chauncey,Cowden,12/05/2006,c2,b1,19.55
8862,Lamont,Bartoszinski,25/12/2006,c2,b3,18.14
9248,Bobbie,Juckes,17/07/2006,c4,b3,12.25
9121,Sanders,Elgar,27/01/2006,c2,b1,19.01
8266,Vassily,Emson,22/02/2006,c1,b1,18.59
1545,Haily,Tutsell,21/03/2006,c3,b5,14.78
8827,Jillayne,Folley,03/06/2006,c1,b2,15.79
0795,Alaric,Rivard,06/02/2006,c3,b2,17.48
2181,Raquel,Patullo,02/02/2006,c2,b6,10.68
8111,Gawain,Danskine,30/03/2006,c5,b6,14.1
4553,Aleece,Rosberg,09/05/2006,c3,b3,10.01
9725,Ramonda,Sinott,24/01/2006,c1,b5,16.61
3643,Timothy,Dog,19/10/2006,c3,b3,13.99
2739,Jessica,Scorer,10/03/2006,c2,b1,12.83
0941,Pen,Abercrombie,09/09/2006,c2,b2,19.11
7800,Ellissa,Marde,30/08/2006,c2,b5,13.3
9548,Dell,Citrine,16/11/2006,c4,b5,11.44
4568,Neville,Lamplugh,26/09/2006,c4,b2,13.47
4148,Ursa,Southwell,26/05/2006,c3,b5,13.18
0801,Jabez,Morter,28/09/2006,c3,b6,10.31
4684,Renaud,Rosenwald,05/07/2006,c2,b6,19.58
0760,Kate,Negri,25/10/2006,c3,b2,11.84
5880,Darb,Zmitruk,22/06/2006,c5,b3,13.42
8535,Ingemar,Mound,29/09/2006,c1,b2,10.53
7709,Rudolph,Lokier,30/06/2006,c1,b2,13.29
0876,Honor,Champney,29/04/2006,c3,b1,11.64
9150,Torry,Bertin,26/09/2006,c5,b2,17.05
6555,Dorisa,Pestell,05/05/2006,c1,b1,19.33
3515,Elsworth,Gherarducci,03/02/2006,c3,b2,19.62
6975,Hilton,Wagstaff,18/10/2006,c3,b3,19.75
7463,Tiffani,Skrine,25/05/2006,c2,b6,14.18
6796,Giraud,Lafontaine,19/09/2006,c4,b2,19.68
9070,Andie,Toll,31/03/2006,c5,b6,18.6
3208,Kirsti,Groome,27/08/2006,c2,b5,12.15
5651,Sherman,Koschek,17/10/2006,c4,b5,12.29
3048,Rosalyn,Bentall,14/02/2006,c5,b1,16.87
9721,Lauree,McCrie,08/05/2006,c5,b2,18.43
2715,Karry,Halkyard,05/11/2006,c5,b1,12.43
0407,Jamison,Carpmile,22/08/2006,c1,b1,14.7
6338,Carina,Kitlee,08/04/2006,c4,b3,17.06
2207,Jemmie,Clampin,29/07/2006,c1,b3,18.87
2362,Chucho,D'Aulby,12/04/2006,c3,b2,17.62
2784,Darius,Rosenfrucht,01/01/2006,c2,b2,16.95
0763,Derril,Penddreth,06/11/2006,c1,b6,16.16
2116,Gaye,Mcall,03/10/2006,c2,b4,16.91
0382,Basil,Tilley,26/08/2006,c5,b3,17.8
2180,Carly,Hubach,08/08/2006,c1,b1,18.47
3161,Charla,Mariyushkin,06/12/2006,c4,b1,17.16
6074,Clarence,Shyram,09/05/2006,c1,b2,18.94
3314,Hastie,Pitrelli,15/12/2006,c3,b5,18.89
0687,Kamila,Scanlon,09/04/2006,c5,b1,19.77
3043,Caro,Frankish,11/09/2006,c4,b1,14.82
1743,Archibold,Franzoli,11/01/2006,c4,b4,11.65
5350,Shelagh,Schwandt,30/07/2006,c4,b5,14.11
1542,Loree,Rabbitt,16/06/2006,c1,b1,16.11
9790,Vernice,Lovemore,18/04/2006,c3,b2,11.82
4362,Hirsch,Dearth,24/02/2006,c1,b6,16.3
2572,Jori,Brende,16/05/2006,c5,b5,15.79
8048,Auberon,Pohling,02/04/2006,c3,b1,17.06
3058,Bernice,Gazzard,22/03/2006,c5,b1,12.91
5433,Trenna,Stillman,08/11/2006,c5,b1,17.01
5458,Miguel,Molan,03/02/2006,c2,b1,14.24
8447,Sosanna,O'Flaherty,03/06/2006,c2,b5,16.64
5473,Jeramie,Kefford,13/12/2006,c2,b5,11.65
1495,Lida,Jenno,05/07/2006,c4,b5,16.38
6629,Alma,Kleinschmidt,26/10/2006,c1,b5,18.61
3428,Eleanore,Mewrcik,14/10/2006,c4,b6,15.13
8468,Sylvan,Stopforth,30/01/2006,c4,b2,15.43
7465,Lizette,Champken,25/06/2006,c5,b6,16.94
4392,Gina,Decaze,14/07/2006,c3,b5,15.37
6200,Drud,Stone Fewings,17/03/2006,c4,b3,14.88
8395,Tedd,Harms,13/11/2006,c5,b1,15.79
9736,Torrin,Goman,29/09/2006,c1,b3,16.89
1252,Maighdiln,Phear,27/01/2006,c4,b6,12.52
0981,Eirena,Adams,10/06/2006,c1,b1,11.33
9759,Fran,Andreas,12/06/2006,c5,b3,13.33
6368,Jobyna,Salvati,03/12/2006,c3,b6,17.97
7145,Napoleon,Dopson,24/10/2006,c3,b5,19.12
4018,Cassaundra,Oxlade,08/01/2006,c2,b3,13.8
4912,Tera,Karus,15/02/2006,c2,b1,17.63
3133,Benetta,Vargas,18/11/2006,c1,b4,19.09
8981,Yehudit,Emsley,28/03/2006,c2,b2,19.28
9405,Curt,Robbel,12/08/2006,c5,b2,16.64
1056,Berny,De Lascy,08/02/2006,c4,b5,16.13
6599,Bel,Marlin,01/03/2006,c1,b4,10.3
7351,Leanora,Cheyenne,30/10/2006,c2,b1,17.66
8703,Marco,Wombwell,13/02/2006,c4,b4,13.53
6846,Emmy,Beckham,12/10/2006,c3,b2,11.0
7019,Shandie,Cosely,11/09/2006,c1,b6,19.2
9849,Dilly,Ebbins,20/01/2006,c2,b4,17.25
8726,Gerti,Bourcq,05/01/2006,c1,b3,16.26
9073,Deborah,Leinweber,18/02/2006,c4,b3,15.35
5246,Mindy,Miner,15/05/2006,c4,b1,16.58
3166,Zane,Kittiman,21/01/2006,c5,b4,18.92
3702,Rodrigo,Malden,20/01/2006,c3,b2,11.05
8831,Gaelan,Cammock,18/12/2006,c3,b6,18.18
7029,Armand,Cannicott,14/01/2006,c1,b1,16.67
1395,Shirline,Sawer,15/01/2006,c5,b6,17.76
5696,Doro,Clarricoates,19/08/2006,c5,b3,11.91
1414,Lynnelle,Genders,26/12/2006,c2,b6,14.21
2804,Petrina,Dummigan,14/06/2006,c3,b2,17.09
5377,Olva,Huygen,07/12/2006,c5,b2,11.42
4421,Eric,Huston,10/11/2006,c5,b6,15.52
1271,Teri,Pittock,27/11/2006,c1,b4,17.78
4327,Samuel,Brocklesby,08/10/2006,c1,b1,14.32
7767,Carmelle,Ickovic,29/10/2006,c5,b1,14.3
7837,Orland,Coleridge,02/11/2006,c4,b5,13.99
0955,Ebenezer,Lindro,03/01/2006,c1,b1,10.97
1206,Babs,Tremeer,24/11/2006,c2,b6,18.92
8163,Annamarie,Ellam,26/05/2006,c2,b3,12.38
0807,Garret,Rothera,12/10/2006,c4,b6,11.22
8567,Trude,Harken,24/05/2006,c2,b4,14.92
8527,Seumas,Omar,29/03/2006,c3,b5,19.74
5328,Nelli,Antonutti,23/09/2006,c5,b1,12.34
3523,Gale,Balchen,21/01/2006,c3,b2,17.72
5048,Abbott,Fullalove,30/06/2006,c5,b4,11.39
4078,Wallie,Drover,03/07/2006,c2,b6,14.54
7450,Moira,Perico,02/12/2006,c2,b4,11.82
5121,Anthiathia,Kerner,02/10/2006,c1,b3,18.74
8610,Josias,McGrayle,19/01/2006,c2,b5,10.07
7502,Tadio,Linay,29/08/2006,c4,b6,14.95
5107,Wang,Anthon,16/04/2006,c2,b4,19.37
7935,Jeannie,Piggford,16/01/2006,c5,b6,12.84
7879,Cary,Polglaze,06/08/2006,c3,b6,13.92
0659,Donetta,Ballintime,29/06/2006,c2,b2,14.54
9492,Tresa,Klassmann,18/05/2006,c2,b3,11.49
3752,Wilone,Braithwaite,22/04/2006,c4,b3,13.99
7204,Noah,Duerdin,08/05/2006,c5,b3,17.48
8961,Julia,Yeandel,08/11/2006,c3,b2,11.36
0540,Barrie,Flook,07/12/2006,c1,b1,18.43
6628,Cayla,Tumility,20/10/2006,c1,b1,16.45
4187,Zilvia,Jouannisson,17/01/2006,c3,b6,13.96
7032,Hazel,Gilligan,16/09/2006,c1,b6,14.66
4980,Clem,Axleby,24/07/2006,c3,b5,13.94
6627,Rochette,Perroni,14/01/2006,c4,b2,18.88
4328,Frederich,Gleadle,21/02/2006,c2,b6,12.29
5807,Ebeneser,Vallintine,04/06/2006,c1,b6,15.71
3975,Berton,Pickring,24/08/2006,c1,b2,18.71
0191,Roxie,Biggerstaff,04/09/2006,c4,b5,17.15
8558,Jocelyn,Newstead,10/01/2006,c1,b3,16.26
1670,Alyse,Dearnly,21/07/2006,c1,b4,16.22
6668,Allard,Scotchmore,22/02/2006,c5,b1,11.57
4391,Leona,Dudenie,09/02/2006,c4,b3,18.93
3018,Sarah,Babidge,26/08/2006,c5,b6,11.42
5982,Der,Leads,25/08/2006,c1,b2,15.92
8607,Torry,Fisk,30/05/2006,c2,b4,11.68
9354,Eveleen,Clyburn,08/04/2006,c2,b2,11.18
9097,Heriberto,Brandoni,11/09/2006,c2,b1,11.27
9011,Daffie,Lambert,16/11/2006,c3,b1,13.93
4264,Marylinda,Gownge,27/03/2006,c3,b6,16.78
8160,Lennie,Raxworthy,03/07/2006,c4,b5,10.67
9710,Breena,Pifford,16/11/2006,c3,b6,18.94
7343,Correna,MacConnulty,12/06/2006,c2,b2,10.74
4575,Bradford,Ebbutt,09/10/2006,c3,b2,16.99
6092,Bridget,Shorto,02/06/2006,c1,b5,13.9
7644,Egon,Airs,08/05/2006,c3,b4,17.08
7909,Michelina,Heindrick,13/08/2006,c1,b2,11.65
9472,Ollie,Brookfield,29/05/2006,c1,b6,14.35
1741,Ermentrude,Dudgeon,13/11/2006,c1,b3,17.92
7511,Hollis,Cowland,28/08/2006,c4,b3,12.86
7243,Claretta,Davidde,19/02/2006,c4,b1,12.21
8520,Kendre,Pardew,17/07/2006,c1,b6,10.12
0472,Remington,Bedburrow,23/06/2006,c5,b1,12.94
0832,Morris,Roback,30/08/2006,c5,b5,14.87
1576,Morgana,Crone,10/11/2006,c3,b4,12.41
0560,Esme,Mosley,08/11/2006,c3,b1,19.22
2962,Jolyn,De Zuani,06/03/2006,c4,b1,12.0
1744,Karlie,Mouse,07/10/2006,c3,b3,12.78
5227,Jeromy,Riden,15/06/2006,c3,b2,15.29
7709,Dominique,Orable,28/01/2006,c5,b1,13.68
3420,Antoinette,Costall,06/06/2006,c4,b6,12.11
3092,Lacie,Tissington,21/02/2006,c5,b1,12.12
6976,Gelya,Fenemore,27/09/2006,c1,b6,14.66
3872,Mignonne,Exton,24/12/2006,c4,b1,18.77
2991,Dode,Kamena,02/03/2006,c3,b1,13.96
4750,Davidde,Kimmerling,20/07/2006,c3,b4,10.99
0445,Franky,Kelner,25/04/2006,c5,b1,12.27
1278,Cale,Botler,09/09/2006,c1,b4,13.62
0716,Clareta,Shury,28/10/2006,c5,b1,10.18
4130,Bronson,Johannes,12/05/2006,c4,b2,11.83
4584,Jerrold,Napoleon,10/07/2006,c2,b4,15.38
5699,Sissie,Jeske,08/01/2006,c3,b1,12.31
7576,Nikolas,Suermeiers,14/10/2006,c1,b5,11.92
4982,Justinn,Cowdery,26/11/2006,c5,b4,13.49
2247,Hally,Kimbrough,13/05/2006,c4,b1,13.83
0993,Eydie,Paulon,29/05/2006,c4,b5,16.69
1268,Bryanty,Sergeaunt,19/01/2006,c3,b6,10.84
7698,Athene,Juniper,06/09/2006,c3,b4,14.67
1293,Rozamond,Vella,31/10/2006,c2,b1,15.86
0819,Salomon,Klemensiewicz,12/02/2006,c3,b1,13.27
1326,Chaim,Newton,07/05/2006,c1,b1,19.92
4783,Allyce,Devo,02/10/2006,c4,b1,11.0
5274,Jacinda,Gerbi,02/10/2006,c3,b6,14.59
7653,Deeann,Porrett,24/04/2006,c5,b6,16.48
6678,Hattie,Hrinchenko,13/02/2006,c3,b2,19.19
9522,Rhoda,Jendrach,28/06/2006,c2,b4,10.57
5735,Wolfie,Bech,14/10/2006,c3,b6,17.98
3361,Bobby,Winning,09/04/2006,c3,b2,13.29
8998,Vinny,Duddy,27/07/2006,c5,b4,17.76
3070,Raquel,Rable,07/03/2006,c4,b5,18.66
2299,Deny,Tokley,28/09/2006,c3,b5,17.83
6615,Sanderson,Goranov,30/10/2006,c1,b1,18.76
5052,Katalin,Tyreman,30/04/2006,c3,b6,11.35
8300,Ethe,Bedson,02/09/2006,c4,b1,12.12
8917,Jeramey,Debill,13/06/2006,c1,b3,13.6
2714,Dar,Iacobucci,11/04/2006,c2,b4,13.47
2421,Gayler,Sail,28/10/2006,c4,b3,18.67
7057,Dianne,Escalera,13/03/2006,c1,b5,14.08
9854,Rowney,Ferson,30/08/2006,c5,b6,15.91
7347,Terrence,Melbert,30/01/2006,c2,b3,16.77
0846,Althea,Downham,10/02/2006,c3,b6,15.82
2682,Christoph,Lambrecht,21/08/2006,c4,b6,12.29
1502,Dalston,Kanzler,21/12/2006,c1,b5,18.29
5890,Rickey,Petzolt,20/05/2006,c4,b4,19.91
0758,Cris,Tersay,13/04/2006,c5,b4,14.95
2028,Eleanora,Pankhurst.,29/07/2006,c2,b6,19.99
3130,Barnabe,Blinder,03/06/2006,c1,b6,17.53
6201,Mendie,Lambswood,18/11/2006,c3,b5,15.51
2780,Aaren,Bhatia,10/09/2006,c1,b6,14.47
9792,Nickolai,Sides,10/03/2006,c5,b2,16.32
8735,Hunfredo,Petschel,26/10/2006,c3,b6,10.66
0164,Albert,Boner,18/09/2006,c1,b3,19.89
9114,Goldy,Danev,22/09/2006,c4,b2,16.4
7520,Kesley,Mably,08/04/2006,c1,b2,13.89
5373,Jo,Brouncker,12/08/2006,c2,b5,16.5
4042,Georges,Hinchcliffe,14/12/2006,c3,b5,15.65
8665,Joy,Ion,15/05/2006,c2,b6,19.45
9548,Wyndham,Jillard,05/05/2006,c5,b6,14.64
4350,Blisse,Orehead,16/03/2006,c1,b3,17.34
8729,Wendel,Brigstock,03/04/2006,c1,b2,14.51
1315,Althea,Marquand,19/12/2006,c4,b2,10.51
5465,Rubia,Lochrie,29/01/2006,c4,b6,10.37
6204,Chucho,Danilyak,02/11/2006,c5,b6,13.21
5512,Joellen,Beggio,05/07/2006,c1,b1,12.69
5394,Madelaine,Hiddy,19/08/2006,c1,b3,10.47
9636,Danice,Gordon-Giles,01/04/2006,c2,b2,15.12
0735,Bastian,MacBrearty,03/07/2006,c3,b2,11.63
8625,Xavier,Varsey,18/12/2006,c2,b2,19.82
7457,Cheryl,Stirrip,04/12/2006,c4,b5,10.72
5465,Brenda,Dowson,30/08/2006,c1,b6,10.09
1325,Tristam,Gallegos,09/06/2006,c1,b4,11.1
0531,Skippie,Stampe,03/05/2006,c4,b5,12.44
6944,Asa,Rand,17/02/2006,c1,b6,10.94
8351,Gerick,Balfre,03/06/2006,c4,b6,11.94
7136,Wenda,Doddemeede,17/09/2006,c2,b5,12.18
4811,Olivia,Armistead,23/07/2006,c3,b3,17.86
4005,Neale,Hagley,18/07/2006,c1,b3,11.69
1841,Eleni,Obee,01/12/2006,c3,b6,10.13
3212,Cornie,Meo,09/12/2006,c5,b6,13.27
1988,Teodoro,Andrivot,02/06/2006,c4,b4,18.8
3189,Beckie,Agutter,15/09/2006,c2,b1,19.31
9868,Haroun,von Hagt,08/09/2006,c5,b6,13.2
0093,Celisse,Troyes,06/01/2006,c3,b2,11.98
5139,Nathan,Scryne,04/04/2006,c3,b2,10.81
1073,Rudy,Rayhill,08/05/2006,c3,b5,18.23
9832,Rosita,Headly,07/02/2006,c3,b5,15.38
6586,Merle,Littefair,28/04/2006,c2,b1,16.69
4157,Hoebart,McCluin,11/01/2006,c2,b1,10.47
5442,Adorne,Ruckledge,13/01/2006,c2,b3,11.81
7896,Myles,Tretwell,27/11/2006,c5,b1,11.79
6626,Augusta,Swatridge,20/03/2006,c4,b4,12.02
1327,Cissy,Savege,06/12/2006,c2,b3,17.48
0834,Antonina,Cogin,03/05/2006,c2,b4,15.59
6662,Britt,Wooles,24/12/2006,c3,b3,13.56
8166,Kenna,Mingotti,14/12/2006,c2,b3,10.86
8591,Roosevelt,Perryman,23/09/2006,c3,b6,13.28
9688,Shelly,Abilowitz,01/05/2006,c5,b4,14.16
1557,Ofelia,Corran,11/04/2006,c2,b1,16.43
0679,Byrann,Currao,13/10/2006,c3,b6,10.62
0223,Harris,Derisly,03/11/2006,c5,b3,19.79
2530,Rip,Gouinlock,28/05/2006,c4,b3,16.01
2515,Rita,Keast,30/04/2006,c2,b5,16.59
9075,Goldy,Grout,01/07/2006,c3,b4,15.82
3465,Maximilian,Al Hirsi,07/11/2006,c5,b3,14.57
5933,Mitchel,Risley,28/04/2006,c1,b1,15.02
3905,Susanne,Mushett,14/07/2006,c1,b4,19.13
6193,Barbara-anne,Ryott,26/02/2006,c3,b4,15.14
9918,Helsa,Ibell,01/05/2006,c1,b6,10.95
9571,Leyla,Pirt,12/11/2006,c1,b2,16.57
4573,Alie,Galland,30/08/2006,c1,b6,17.79
4204,Ailee,Dymock,09/09/2006,c5,b5,14.53
9278,Benjamen,Filipyev,28/04/2006,c4,b6,10.45
9844,Jarid,Whelpton,19/05/2006,c5,b3,17.17
0545,Esra,Lilly,10/02/2006,c2,b5,10.89
1319,Tasia,Elijahu,25/08/2006,c3,b1,15.18
6747,Slade,Braitling,30/01/2006,c1,b1,17.01
1036,Lenee,Penzer,18/01/2006,c3,b1,15.03
9388,Carny,Lackner,24/11/2006,c5,b6,18.67
0750,Veradis,Bazell,17/01/2006,c5,b5,19.58
1141,Reamonn,Cossington,14/03/2006,c3,b4,19.89
3681,Harmony,Olivari,01/05/2006,c3,b2,17.49
2343,Romonda,Tour,16/06/2006,c1,b5,19.8
0859,Elli,Randall,02/01/2006,c3,b2,18.13
3460,Barris,Shoppee,26/03/2006,c3,b3,19.41
6557,Lil,Janusz,06/10/2006,c2,b5,19.49
4361,Derrik,Flowith,15/09/2006,c2,b2,11.58
1229,Marven,Cayford,23/07/2006,c3,b1,13.73
9063,Karel,Hacket,15/12/2006,c1,b3,14.59
0260,Kristy,Took,26/01/2006,c2,b1,18.65
7782,Hedi,Gleader,31/07/2006,c3,b1,14.03
2685,Udell,Rolland,01/05/2006,c3,b3,18.9
7630,Morse,Eller,03/05/2006,c3,b2,15.09
7162,Leonidas,Negal,22/08/2006,c3,b1,14.66
1134,Lorenzo,Gero,23/10/2006,c5,b1,12.3
5231,Bernardine,Braundt,09/05/2006,c3,b5,18.41
2851,Gordon,Renny,19/08/2006,c1,b5,10.72
8734,Averil,Hassall,28/07/2006,c3,b1,16.26
7663,Dorie,Willison,19/08/2006,c3,b6,17.4
6945,Alasteir,Vickers,06/10/2006,c5,b5,17.24
2140,Granville,Rain,14/03/2006,c1,b3,16.98
2282,Charlotte,Turner,24/04/2006,c4,b4,13.8
3322,Ethelred,Risley,24/06/2006,c3,b2,17.32
4657,Nanon,Missington,10/06/2006,c1,b1,12.16
5124,Sanderson,Soigne,02/11/2006,c2,b4,11.75
2096,Penn,Whitley,10/09/2006,c5,b2,11.54
5987,Cloris,Coltart,23/06/2006,c1,b2,14.6
4798,Alfonse,Hambelton,30/09/2006,c2,b4,12.66
2646,Teddie,Goudie,02/11/2006,c2,b4,16.84
5953,Dolorita,Brierley,29/05/2006,c3,b1,18.05
0273,Vaughan,Baildon,27/04/2006,c3,b2,16.57
3076,Trudi,Reynolds,31/05/2006,c4,b3,12.15
7730,Tobiah,Olech,04/10/2006,c1,b4,19.34
3232,Craig,Stuer,03/06/2006,c1,b2,19.25
5193,Jarrett,Josifovic,15/02/2006,c4,b6,10.02
1538,Giovanni,Youson,15/06/2006,c4,b3,11.28
3213,Niki,Ary,04/03/2006,c5,b5,17.0
6367,Erda,Colquyte,07/12/2006,c4,b6,12.32
8593,Kennett,Truckell,31/10/2006,c4,b5,14.75
7714,Lurette,MacDirmid,17/03/2006,c5,b2,16.66
2914,Karl,Lytton,11/08/2006,c3,b5,17.74
5828,Tamar,Keppin,12/03/2006,c4,b4,11.51
1160,Faunie,Sicily,17/03/2006,c2,b6,18.93
0293,Kaitlyn,Riall,24/08/2006,c3,b1,10.33
1827,Cordey,Jaquemar,29/08/2006,c2,b2,17.2
9213,Elenore,Lammerts,25/07/2006,c2,b1,17.95
7691,Nerty,Magne,02/04/2006,c4,b4,15.32
1232,Kati,Scritch,19/01/2006,c1,b5,10.95
0821,Brendan,Pearcey,13/07/2006,c4,b6,14.23
6517,Ximenez,Satford,06/09/2006,c1,b6,16.33
0778,Allie,Perrett,10/02/2006,c1,b1,17.22
1445,Hakim,Murrish,10/01/2006,c2,b1,13.69
3697,Remus,Polamontayne,27/06/2006,c2,b2,15.78
7692,Kingsley,Petraitis,15/12/2006,c2,b5,15.45
5565,Baryram,Bignal,17/11/2006,c5,b3,18.12
2759,Laverna,O' Mara,08/06/2006,c2,b6,14.38
7573,Nikolas,Celle,05/12/2006,c1,b1,19.61
3109,Ardyce,Wraxall,06/08/2006,c4,b6,15.85
5288,Jecho,Digges,19/06/2006,c1,b5,17.03
0472,Rosabelle,Woodage,25/04/2006,c3,b1,13.94
1851,Gris,Punch,28/07/2006,c5,b6,10.21
8151,Ariella,Bauer,29/03/2006,c4,b5,18.59
7977,Dael,Broadbent,22/08/2006,c4,b3,11.09
7236,Chere,Wells,03/02/2006,c5,b5,19.36
1069,Cloe,Palethorpe,08/01/2006,c4,b4,13.39
2841,Angie,Slocumb,24/06/2006,c5,b2,17.45
5582,Ronald,Willshere,17/10/2006,c5,b6,16.95
0521,Jozef,Darrigrand,10/10/2006,c4,b2,11.6
1274,Desirae,Grinaugh,12/01/2006,c5,b2,12.86
7194,Viviene,Lalevee,18/05/2006,c5,b3,15.68
7820,Viole,Porteous,22/08/2006,c2,b2,19.25
8975,Felita,Hynam,25/01/2006,c4,b2,10.36
4223,Riki,Pheasey,19/09/2006,c4,b2,13.11
7860,Welby,Thornley,14/06/2006,c3,b1,10.13
7799,Jyoti,Ruggs,16/07/2006,c5,b6,17.35
4919,Tremaine,Mackerel,25/09/2006,c5,b1,13.94
3041,Tomkin,Fulep,09/08/2006,c5,b5,16.86
8480,Harlene,Duckham,08/09/2006,c4,b4,16.05
0245,Darnell,Walshaw,30/01/2006,c4,b2,18.4
9897,Aura,Stoakes,20/11/2006,c1,b3,16.82
6680,Barbabra,Ricard,27/11/2006,c1,b5,18.96
4272,Margette,Bisiker,30/10/2006,c4,b3,17.46
1412,Dorolisa,Tommasuzzi,27/08/2006,c3,b1,14.6
9112,Dean,Taunton,17/08/2006,c5,b2,16.94
4451,Mallissa,Dixon,27/12/2006,c3,b3,16.05
7008,Daren,Screeton,12/08/2006,c1,b4,12.07
8496,Tremain,Dadds,22/05/2006,c4,b5,17.06
8801,Chaddie,Zanutti,01/09/2006,c2,b3,17.14
9900,Dominique,Sammut,10/10/2006,c4,b2,17.91
1891,Gerome,Boustead,15/07/2006,c5,b5,19.52
8449,Brand,Joannidi,21/03/2006,c2,b1,19.18
0475,Gipsy,Baumber,03/04/2006,c1,b3,12.42
3769,Mommy,Laurencot,21/05/2006,c3,b1,19.94
7248,Christiano,Bessant,13/05/2006,c1,b1,19.11
0231,Laverne,Cutchie,15/01/2006,c4,b1,18.85
3232,Cassie,Woolforde,21/01/2006,c4,b1,12.22
9768,Corene,Cousen,16/01/2006,c3,b2,18.1
9314,Krista,Cluley,22/01/2006,c1,b3,14.09
4354,Genevra,Sibyllina,25/09/2006,c4,b1,14.62
0247,Hazlett,Boxill,06/03/2006,c5,b6,11.36
0475,Finlay,Choupin,28/11/2006,c2,b3,19.87
6377,Raphael,Oldam,18/09/2006,c1,b2,14.6
0447,Marylin,Stode,13/06/2006,c1,b5,19.75
6101,Merrily,Peregrine,20/07/2006,c2,b1,17.05
5472,Danica,Hadfield,04/01/2006,c2,b6,16.2
2972,Hartwell,Sarah,15/08/2006,c2,b1,14.43
2071,Kassandra,Reinisch,13/03/2006,c4,b5,11.94
